Code,Name,Instructor,Slot,Credits,Text Reference,Description,Mean,Median,Mode,Std. Dev.,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,PP,NP,DX,W,II
AE 333-M,Aerodynamics,Viren Menezes,6,6.0,"1. Anderson, J. D., Jr., Fundamentals of Aerodynamics, McGraw Hill 2001.2. Bertin, J. J., Aerodynamics for Engineers, Pearson Education, 2002.3. Houghton, E. L. and Carpenter, P. W., Aerodynamics for Engineers,Butterworth-Heinemann, 2001.","Airfoils, wings and their nomenclature; lift, drag and pitching moment coefficients; centre of pressure and aerodynamic centre. Potential flow Analysis; Scalar and vector fields, velocity potential, line, surface and volume integrals, circulation and lift generation, Kutta-Joukowski theorem. Method of superposition, thin airfoil theory, source and vortex methods. Subsonic compressible flow past airfoils; Critical Mach number, drag divergence Mach number, supercritical airfoils, effect of sweep, area rule. Full and perturbation velocity potential formulations; Prandtl Glauert compressibility corrections. Transonic flow past airfoils, transonic similarity rules; Supersonic flow past airfoils, linearized supersonic flow, shock expansion method. Potential flow over lifting wing; lifting line theory, vortex lattice method, slender body theory, panel method, variation of lift and drag coefficients in subsonic flows with angle of attack, Reynolds number, thickness-to- chord ratio. Supersonic flow over airfoils and wings; subsonic/supersonic leading edge. Hypersonic flows, real gas effects, Newtonian theory, lift and drag in hypersonic flows.",4.5,4.5,9.0,6.363961030678928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AE 407,Modelling and Simulation,"Arya Hemendra, Harshad Khadilkar",12,6.0,"1. Ogata, K., 302221System Dynamics302222, 4th Ed. PearsonEducation LPE, 2004.2. Doebelin, E. O., System Dynamics: modelling,analysis, simulation, designs , New York: MarcelDekker, 1998.3. Ljung, L., System Identification - Theory for theUser , Prentice Hall, 1987.4. Stevens, B.L. and Lewis, F.L., Aircraft Control andSimulation , John Wiley and Sons, 1992.5. Blakelok, J.H., Automatic Control of Aircraft andMissiles , Wiley- Interscience, 1991.6. Vladislav, Klein and Eugene A.M., Aircraft SystemIdentification Theory and Practice , AIAAeducation series, 2006.","Introduction: Simulation classification, Objectives,concepts and types of models.Modelling: 6-DOF models for aerospace vehicle withprescribed control surface inputs. Control systems 302226Mechanical (structural), hydraulic and their modelling.Block diagram representation of systems.Dynamics of aerospace vehicles: Pilot station inputs,Cues for the pilot 302226 Visual, biological and stick force.Virtual simulation. Fly-by-Wire system simulation.Uncertainty Modelling & Simulation: Characterizationof uncertainty in model parameters and inputs, use ofsimulation to propagate the uncertainty to systemresponse, Monte-Carlo simulation. Simulation of stiffsystems 302226 differential algebraic equations.Applications: Modelling and simulation methodologiesfor a complex engineering system simulation,aerospace system simulation.Model Building Techniques: Parameter identification,system identification. Least Square Estimation,Maximum likelihood estimation.Modelling and simulation of thermal systems.Discrete system modelling and simulation.",5.516129032258065,6.0,6.0,2.0515789424447575,2,2,0,1,7,19,20,16,20,0,6,0,0,0,0,0
AE 407-M,Modelling and Simulation,"Arya Hemendra, Harshad Khadilkar",12,6.0,"1. Ogata, K., 302221System Dynamics302222, 4th Ed. PearsonEducation LPE, 2004.2. Doebelin, E. O., System Dynamics: modelling,analysis, simulation, designs , New York: MarcelDekker, 1998.3. Ljung, L., System Identification - Theory for theUser , Prentice Hall, 1987.4. Stevens, B.L. and Lewis, F.L., Aircraft Control andSimulation , John Wiley and Sons, 1992.5. Blakelok, J.H., Automatic Control of Aircraft andMissiles , Wiley- Interscience, 1991.6. Vladislav, Klein and Eugene A.M., Aircraft SystemIdentification Theory and Practice , AIAAeducation series, 2006.","Introduction: Simulation classification, Objectives,concepts and types of models.Modelling: 6-DOF models for aerospace vehicle withprescribed control surface inputs. Control systems 302226Mechanical (structural), hydraulic and their modelling.Block diagram representation of systems.Dynamics of aerospace vehicles: Pilot station inputs,Cues for the pilot 302226 Visual, biological and stick force.Virtual simulation. Fly-by-Wire system simulation.Uncertainty Modelling & Simulation: Characterizationof uncertainty in model parameters and inputs, use ofsimulation to propagate the uncertainty to systemresponse, Monte-Carlo simulation. Simulation of stiffsystems 302226 differential algebraic equations.Applications: Modelling and simulation methodologiesfor a complex engineering system simulation,aerospace system simulation.Model Building Techniques: Parameter identification,system identification. Least Square Estimation,Maximum likelihood estimation.Modelling and simulation of thermal systems.Discrete system modelling and simulation.",5.75,6.0,6.0,1.2583057392117916,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
AE 410,Navigation and Guidance,Mangal Kothari,4,6.0,"1. Anderson, E.W., `The Principles of Navigation`,Hollis & Carter, London, 1966.2. Kayton, M., `Navigation : Land, Sea, Air,Space`, IEEE Press, 1990.3. Parkinson, B.E. & Spilker, J. J., `GlobalPositioning System: Theory and Applications`,Vol.1, Progress In Aeronautics and AstronauticsSeries, Vol.163, AIAA Publication, 1996.4. Zarchan, P., `Tactical & Strategic MissileGuidance`, AIAA Education Series, 2nd Ed.,AIAA Publication, 1992.5. Biezad, D.J., `Integrated Navigation andGuidance Systems`, AIAA Education Series,1999.6. Farrell, J.L, `Integrated Aircraft Navigation`,Academic Press, 1976.7. Misra, P. and Enge, P., `Global PositioningSystem`, 2nd Ed., Ganga-Jamuna Press, 2001.","Fundamentals of Navigation, Stellar Navigation,Inertial Navigation, Radio and Radar based NavigationSystems, Global Positioning System, Other SpecializedNavigation Systems, A Comparison of the variousNavigational Aids, Some Case Studies. Fundamentalsof Guidance, Concepts of Intercept Geometry, Line ofSight and Collision Triangle, Proportional Navigation &Guidance (PNG) and Determination of Miss Distance,Augmented PNG and its comparison with PNG,Command to LOS & Beam Rider Guidance, Pulsed andLambert`s Guidance, Tactical Vs. StrategicConsiderations in Guidance, Impact of Noise onGuidance, Target maneuver and Evasion.",5.032258064516129,5.0,4.0,2.5978737664851743,5,8,1,0,0,6,14,18,30,11,0,0,0,0,0,0
AE 410-M,Navigation and Guidance,Mangal Kothari,4,6.0,"1. Anderson, E.W., `The Principles of Navigation`,Hollis & Carter, London, 1966.2. Kayton, M., `Navigation : Land, Sea, Air,Space`, IEEE Press, 1990.3. Parkinson, B.E. & Spilker, J. J., `GlobalPositioning System: Theory and Applications`,Vol.1, Progress In Aeronautics and AstronauticsSeries, Vol.163, AIAA Publication, 1996.4. Zarchan, P., `Tactical & Strategic MissileGuidance`, AIAA Education Series, 2nd Ed.,AIAA Publication, 1992.5. Biezad, D.J., `Integrated Navigation andGuidance Systems`, AIAA Education Series,1999.6. Farrell, J.L, `Integrated Aircraft Navigation`,Academic Press, 1976.7. Misra, P. and Enge, P., `Global PositioningSystem`, 2nd Ed., Ganga-Jamuna Press, 2001.","Fundamentals of Navigation, Stellar Navigation,Inertial Navigation, Radio and Radar based NavigationSystems, Global Positioning System, Other SpecializedNavigation Systems, A Comparison of the variousNavigational Aids, Some Case Studies. Fundamentalsof Guidance, Concepts of Intercept Geometry, Line ofSight and Collision Triangle, Proportional Navigation &Guidance (PNG) and Determination of Miss Distance,Augmented PNG and its comparison with PNG,Command to LOS & Beam Rider Guidance, Pulsed andLambert`s Guidance, Tactical Vs. StrategicConsiderations in Guidance, Impact of Noise onGuidance, Target maneuver and Evasion.",3.0,3.0,6.0,4.242640687119285,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AE 419,Supervised Learning,,,6.0,None,None,9.857142857142858,10.0,10.0,0.3779644730092272,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE 429,Aircraft Design Project,"Ganapathi Bhat, Avijit Chatterjee",6,6.0,"1. Raymer , D. R., User Manual for RDS-Professional, Software for AircraftDesign, Analysis & Optimization, Version 5.2, Conceptual ResearchCorporation, California, USA 2007.2. Roskam , J., User Manual for Advanced Aircraft Analysis (AAA) Software,Version 3.1, Design, Analysis and Research Corporation, Kansas, USA, August2006.","Students complete a group project involving conceptual design of an aircraft, whilemeeting some stated requirements.The group project is aimed to achieve the following learning goals for the students:1. To provide hands-on experience related to Aircraft Design,2. To be able to plan and execute a multi-disciplinary design task,3. To be able to successfully present the results of the design task verbally and inthe form of a report and drawings,4.To learn to work efficiently in a group and as a member of the group.",9.11111111111111,9.0,9.0,0.9633818428657449,6,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AE 493,BTP - I,,,6.0,None,None,9.181818181818182,9.0,10.0,0.873862897505303,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
AE 494,BTP - II,,,12.0,None,None,10.0,10.0,10.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE 501,Virtual Instrumentation for Aerospace Engineers,Chandra Sekar Thyagarajan,7,7.0,"Jovitha Jerome, 302223Virtual Instrumentation using Labview,302224 Second Edition, PHI Learning Private Limited, 2011.Gary W. Johnson and Richard Jennings, 302223 LabVIEW-Graphical Programming302224 Fourth Edition, McGraw-HillThomas G. Beckwith, Roy D. Marangoni and John H. Lienhard V, 302223Mechanical Measurements302224 6th Edition, Person India, 2020.Nitesh Pradhan, 302223Let Us LabVIEW Part 1 and Part 2302224Tutorials by National Instruments 302223https://learn.ni.com/learn/article/labview-tutorial302224","Virtual Instrumentation: Introduction to VI, typical applications, functional systems, graphical programming, data flow techniques, and advantages of VI techniques. VI programming techniques (using LabVIEW); VIs and subVIs, loops and charts, arrays, clusters and graphs, case and sequence structures, formula nodes, string and file I/O, DAQ methods, code interface nodes and DLL links. Mechanical Measurements: Sensors, transducers and signal conditioning; common transducers for displacement, temperature, load, pressure, flow etc. Data Acquisition (DAQ): Single-ended, floating and differential inputs, grounding, noise and filtering, AD DAC, DIO, counters and timers, PC Hardware structure, timing, interrupts, DMA, operating system, PCI buses. Bus-based instrumentation; instrumentation buses, GPIB, RS232C. Signal Processing: Nyquist criteria, Signal-to-Noise Ratio,",7.6,8.0,8.0,2.2211108331943574,2,2,0,0,3,0,1,0,2,0,0,0,0,0,0,0
AE 607,Aerospace Propulsion Laboratory,Nagendra Kumar,L,4.0,None,"Study of Aircraft engine models. Basic Measurement Techniques in thermal, mechanical and fluid systems. Experimentation related to Aerodynamics of Turbomachinery, fuel systems, combustion and vibration in aerospace propulsion systems.",9.0,9.0,9.0,0.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE 611,Aerodynamics Lab,"Dhwanil Shukla, Aniruddha Sinha, Vineeth Nair, Mandal J.C., Viren Menezes",L,4.0,None,Experimental studies based on Aerodynamics courses.,8.764705882352942,9.0,9.0,0.9034248560828041,4,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0
AE 616,Gas Dynamics,Vineeth Nair,3,6.0,"H.W. Liepmann and A. Rashko, Elements of Gas Dynamics, John Wiley, 1958. A.H. Shapiro, Dynamics and Thermodynamics of Compressible Fluid Flow, Vol.I and II, Ronald Press Co. 1957.",Basic equation of motion. Small perturbation methods in subsonic and supersonic flows. Similarity rules in high speed flows. Transonic flows. Normal and oblique shocks. Conical flow. Flow in ducts of variable cross section. Method of characteristics and design of supersonic nozzles. Viscous effects in compressible flow. Hypersonic flows.,8.263157894736842,9.0,10.0,1.6276126096272245,5,5,0,0,3,4,1,0,1,0,0,0,0,0,0,0
